ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Income_Level,Tech_Savviness,Preferred_Channel,Lifestyle,Annual_Transactions,Avg_Basket_Value,Loyalty_Score
461635,Male,Yes,43,Yes,Executive,6.0,High,3.0,Cat_6,3500.0,56.0,Online,Family-Oriented,93,62.258350900706496,95.19
464687,Male,Yes,36,Yes,Artist,9.0,Average,5.0,Cat_4,4900.0,82.0,Online,Family-Oriented,86,41.71352861087065,74.99
466336,Male,,23,No,Healthcare,3.0,Low,4.0,Cat_4,2700.0,73.0,Online,Adventurous,42,26.369632971616568,54.35
459685,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_7,4600.0,75.0,Online,Family-Oriented,76,51.85339421619218,72.0
466617,Female,No,23,No,Healthcare,4.0,Low,3.0,Cat_6,2900.0,80.0,Online,Active,40,17.62852173001543,55.84
465973,Female,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,4000.0,65.0,Online,Family-Oriented,68,29.73997556603527,79.92
459312,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_4,3200.0,64.0,Online,Active,34,15.683020807661554,45.76
459525,Female,Yes,62,Yes,Artist,,High,3.0,Cat_6,3400.0,53.0,In-Store,Relaxed,59,48.97221782011196,63.36
467863,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_6,3800.0,70.0,Online,Health-Conscious,54,56.261669741244624,86.65
461659,Female,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,3900.0,64.0,Online,Family-Oriented,65,38.65879442222063,76.84
466272,Female,Yes,68,Yes,Lawyer,0.0,Average,3.0,Cat_6,9200.0,49.0,In-Store,Family-Oriented,51,113.95329998261177,86.92
459292,Male,No,46,Yes,Artist,1.0,Low,2.0,Cat_6,4400.0,52.0,Online,Family-Oriented,32,22.63577438277182,60.75
460115,Female,No,28,Yes,Healthcare,,Low,1.0,Cat_3,6100.0,69.0,Online,Active,31,47.084430284917644,63.2
463710,Male,No,49,Yes,Entertainment,0.0,Low,1.0,Cat_2,7200.0,67.0,In-Store,Family-Oriented,42,64.17983363688133,69.66
463856,Male,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_4,4300.0,61.0,Online,Family-Oriented,73,42.82138723945172,80.76
467545,Male,Yes,53,Yes,Artist,9.0,Average,2.0,Cat_6,4300.0,58.0,In-Store,Relaxed,38,48.32002801958865,65.54
466027,Female,Yes,70,No,Engineer,7.0,Low,1.0,Cat_3,3400.0,63.0,In-Store,Relaxed,27,18.3402517405692,59.22
460409,Female,No,43,Yes,Artist,8.0,Low,4.0,Cat_6,4200.0,69.0,Online,Family-Oriented,41,25.636544996275052,59.24
465342,Male,Yes,83,Yes,Executive,0.0,High,2.0,Cat_6,5500.0,55.0,In-Store,Relaxed,49,95.49555651748754,74.74
460249,Female,No,25,Yes,Entertainment,9.0,Low,2.0,Cat_6,6100.0,93.0,Social Media,Active,47,53.05021210628258,68.42
464231,Male,Yes,45,Yes,Artist,0.0,Average,4.0,Cat_6,4400.0,62.0,Online,Family-Oriented,68,48.22849488354576,77.76
461676,Female,No,29,Yes,Engineer,1.0,Low,1.0,Cat_6,7400.0,83.0,In-Store,Adventurous,36,63.18634082558178,60.44
462338,Male,Yes,43,Yes,Artist,9.0,Average,2.0,,4400.0,67.0,Online,Family-Oriented,65,46.15047685249916,72.65
467597,Female,Yes,65,Yes,Lawyer,0.0,Low,1.0,Cat_6,9100.0,40.0,In-Store,Family-Oriented,26,82.09288073370755,73.3
459256,Female,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,4500.0,58.0,In-Store,Family-Oriented,90,58.0560299106839,90.91
459962,Male,Yes,59,Yes,Artist,8.0,Low,1.0,Cat_6,5300.0,42.0,In-Store,Relaxed,17,34.827090771615616,46.64
463546,Female,No,30,Yes,Healthcare,0.0,Low,2.0,Cat_6,6000.0,67.0,Online,Active,33,47.14043324008398,67.45
464197,Male,Yes,29,No,Healthcare,5.0,Low,2.0,Cat_6,3100.0,67.0,In-Store,Active,34,25.350051488969452,61.33
465146,Male,Yes,58,Yes,Artist,9.0,Low,1.0,Cat_6,5200.0,53.0,In-Store,Relaxed,27,42.50133318717668,62.09
462412,Male,Yes,71,No,Artist,1.0,Low,5.0,Cat_6,3800.0,44.0,In-Store,Family-Oriented,34,30.424275955677057,60.53
464279,Male,Yes,53,No,Executive,1.0,Low,5.0,Cat_6,3100.0,68.0,In-Store,Relaxed,28,28.363539655519688,47.58
465466,Male,,31,No,Healthcare,1.0,Low,3.0,Cat_6,2900.0,66.0,Online,Health-Conscious,39,10.60963764525315,53.56
463381,Male,Yes,36,Yes,Doctor,8.0,Average,4.0,Cat_3,3700.0,70.0,In-Store,Family-Oriented,73,53.458516840172244,74.04
464230,Male,No,33,No,Engineer,0.0,Low,4.0,Cat_1,3100.0,72.0,Online,Family-Oriented,46,25.164210594469473,62.68
465394,Male,No,32,Yes,Engineer,0.0,Low,3.0,Cat_4,8000.0,73.0,Online,Family-Oriented,47,76.81977890395211,82.09
467600,Male,Yes,41,Yes,Engineer,,Average,5.0,Cat_6,8500.0,74.0,Online,Family-Oriented,74,90.8813153336472,90.44
461105,Female,No,49,Yes,Entertainment,0.0,Low,1.0,Cat_3,6800.0,63.0,In-Store,Family-Oriented,42,59.332331758861,69.58
464328,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,3900.0,50.0,In-Store,Family-Oriented,65,48.6739860748073,72.98
462797,Male,Yes,30,Yes,Healthcare,0.0,Low,4.0,Cat_6,6500.0,55.0,In-Store,Active,30,43.72417656313427,59.9
461008,Male,No,26,No,Healthcare,1.0,Low,4.0,Cat_3,2200.0,59.0,In-Store,Active,29,9.959629343420591,50.3
461412,Female,Yes,41,Yes,Artist,5.0,High,3.0,Cat_5,4500.0,67.0,Online,Family-Oriented,94,55.89920645684702,94.05
462283,Male,No,25,No,Healthcare,4.0,Low,5.0,Cat_6,3000.0,80.0,Online,Active,42,26.08912075686306,61.08
467683,Male,Yes,26,Yes,Healthcare,9.0,High,3.0,Cat_2,5400.0,63.0,Online,Active,79,74.80281640815149,83.01
463727,Female,No,27,No,Doctor,0.0,Low,5.0,Cat_3,2500.0,78.0,In-Store,Active,33,19.00990441673955,61.07
467174,Male,Yes,41,No,Executive,0.0,High,3.0,,3300.0,44.0,In-Store,Family-Oriented,78,59.795135645441434,83.11
459497,Female,Yes,80,Yes,Lawyer,0.0,Low,1.0,Cat_6,10000.0,46.0,In-Store,Family-Oriented,25,85.93873767302061,63.84
464407,Female,Yes,50,Yes,Healthcare,1.0,Low,3.0,Cat_6,5700.0,48.0,In-Store,Health-Conscious,30,46.777619746621475,59.52
462738,Female,No,28,Yes,Healthcare,,Low,3.0,Cat_2,5600.0,65.0,In-Store,Active,30,49.16771926892877,63.31
465116,Female,Yes,66,Yes,Artist,0.0,Low,2.0,Cat_6,4700.0,51.0,In-Store,Family-Oriented,30,27.23731176176876,49.31
462957,Male,Yes,58,No,Executive,1.0,High,5.0,Cat_6,3200.0,46.0,In-Store,Family-Oriented,70,55.15302326434855,75.53
465292,Female,No,42,Yes,Doctor,0.0,Low,3.0,Cat_6,4300.0,66.0,In-Store,Family-Oriented,40,36.87092441999931,60.06
464359,Female,No,37,Yes,Artist,0.0,Low,3.0,Cat_6,4400.0,63.0,Online,Family-Oriented,42,36.460213478497394,71.72
461838,Male,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6,5000.0,63.0,In-Store,Family-Oriented,43,31.72002268610315,54.37
464624,Male,No,39,Yes,Entertainment,3.0,Low,2.0,Cat_1,6600.0,70.0,Online,Family-Oriented,42,47.70090047586429,68.44
459034,Female,No,21,No,Healthcare,,Low,5.0,Cat_6,3500.0,70.0,Social Media,Active,35,32.999125808863845,53.89
466705,Male,Yes,69,No,Lawyer,0.0,Low,3.0,Cat_6,4700.0,45.0,In-Store,Family-Oriented,30,36.23061789725857,57.87
459849,Female,Yes,50,Yes,Artist,1.0,High,5.0,Cat_6,5200.0,68.0,Online,Family-Oriented,89,75.49646205494352,96.95
463273,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_3,6600.0,80.0,Online,Family-Oriented,76,77.06016192615792,90.64
461551,Male,Yes,61,No,Entertainment,1.0,Low,2.0,Cat_6,3100.0,61.0,In-Store,Relaxed,28,18.86405976859165,46.73
464129,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_1,4500.0,67.0,In-Store,Relaxed,73,91.97765657609641,94.83
464031,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,3100.0,74.0,Online,Active,40,16.477665663738808,54.31
464287,Male,Yes,35,Yes,Artist,,Average,3.0,Cat_2,4400.0,76.0,Online,Family-Oriented,72,41.91102781395737,88.08
466069,Female,Yes,49,Yes,Artist,0.0,High,4.0,,4900.0,64.0,In-Store,Family-Oriented,94,57.87848809664985,79.6
460791,Female,No,27,Yes,Engineer,9.0,Low,7.0,Cat_3,8400.0,80.0,In-Store,Adventurous,40,72.63644647551132,68.96
464348,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_6,4500.0,54.0,In-Store,Family-Oriented,36,32.95244515123977,57.15
460904,Female,No,35,No,Entertainment,1.0,Low,1.0,Cat_6,3900.0,83.0,Online,Family-Oriented,48,27.58573343484445,61.22
466484,Female,Yes,52,No,Executive,1.0,Low,1.0,Cat_3,3500.0,64.0,In-Store,Family-Oriented,39,38.852144735950006,60.77
467663,Male,Yes,31,No,Doctor,,Average,2.0,Cat_6,1600.0,72.0,Online,Family-Oriented,78,14.562609629626774,69.48
467885,Female,No,43,Yes,Doctor,0.0,Low,,Cat_4,4000.0,61.0,In-Store,Health-Conscious,27,34.92041278384288,56.59
461674,Male,Yes,48,Yes,Executive,0.0,High,4.0,Cat_6,4900.0,54.0,Online,Family-Oriented,84,101.3147511559022,100.0
460601,Female,Yes,37,Yes,,0.0,Low,3.0,Cat_3,4200.0,70.0,Online,Family-Oriented,47,30.272671874454133,64.57
464297,Male,No,26,No,Artist,8.0,Low,5.0,Cat_5,2700.0,71.0,Online,Adventurous,36,21.99728668094319,56.27
462322,Female,No,49,Yes,Artist,1.0,Low,2.0,Cat_2,3700.0,69.0,In-Store,Health-Conscious,32,29.020704650449083,61.81
459974,Male,No,37,Yes,Entertainment,0.0,Low,1.0,Cat_6,7400.0,84.0,In-Store,Health-Conscious,36,61.593994847581804,75.69
461003,Male,No,30,No,Executive,13.0,Low,4.0,Cat_3,3800.0,60.0,Online,Active,33,30.15496204539566,60.95
464939,Male,No,43,No,Entertainment,0.0,Low,1.0,Cat_4,3200.0,68.0,In-Store,Family-Oriented,42,27.754466526345716,59.52
461905,Female,No,42,Yes,Artist,0.0,Low,3.0,Cat_6,4500.0,58.0,Online,Health-Conscious,31,22.287025832327764,51.77
466952,Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,4900.0,58.0,In-Store,Relaxed,47,44.68733457887464,68.52
464741,Male,Yes,71,No,Executive,1.0,High,,Cat_1,4000.0,35.0,In-Store,Family-Oriented,54,65.64293227608206,68.74
460484,Female,No,23,No,Healthcare,4.0,Low,7.0,Cat_3,3000.0,73.0,Online,Active,40,23.967711172336372,63.63
462346,Male,Yes,81,Yes,Lawyer,9.0,Low,1.0,Cat_6,10200.0,53.0,In-Store,Family-Oriented,31,95.10186326973574,71.29
465441,Female,Yes,45,Yes,Engineer,2.0,Low,1.0,Cat_4,8600.0,65.0,In-Store,Health-Conscious,32,79.68504405146601,72.32
461689,Male,No,33,Yes,Artist,1.0,Low,2.0,Cat_6,5100.0,66.0,Online,Family-Oriented,45,32.96554829045627,67.81
464846,Male,No,25,No,Entertainment,8.0,Low,2.0,Cat_4,2800.0,84.0,Online,Adventurous,40,14.019851471651094,47.98
462254,Male,Yes,38,No,Executive,1.0,Average,5.0,Cat_2,2600.0,66.0,Online,Health-Conscious,50,23.53670018655757,48.49
462708,Male,Yes,25,Yes,Executive,8.0,High,2.0,Cat_6,3800.0,75.0,Social Media,Active,89,74.39567134318301,94.95
467806,Male,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,4400.0,44.0,In-Store,Family-Oriented,69,53.812558545557565,72.12
461173,Male,Yes,45,Yes,Artist,1.0,Low,4.0,Cat_3,3800.0,62.0,Online,Family-Oriented,41,25.488977619962036,64.35
465912,Female,No,63,Yes,Artist,1.0,Low,2.0,Cat_6,4800.0,41.0,In-Store,Relaxed,27,27.923468689298435,48.34
461341,Female,Yes,39,Yes,Artist,0.0,High,2.0,Cat_6,3600.0,61.0,Online,Family-Oriented,94,42.79971970677237,82.34
465135,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6,2400.0,94.0,Online,Active,47,22.482462694565545,59.24
461654,Female,No,67,Yes,Artist,0.0,Low,1.0,Cat_7,5500.0,58.0,In-Store,Relaxed,33,45.12814285369624,67.14
459147,Male,Yes,81,Yes,Entertainment,1.0,Low,1.0,Cat_6,7300.0,49.0,In-Store,Family-Oriented,25,59.3083812190416,60.29
464611,Male,No,31,Yes,Artist,1.0,Low,4.0,Cat_7,3900.0,67.0,Online,Family-Oriented,43,25.881870118906804,57.54
460356,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,3500.0,75.0,Social Media,Active,38,28.556139595598296,65.96
461467,Female,Yes,73,,Lawyer,,High,2.0,Cat_1,3700.0,56.0,In-Store,Family-Oriented,75,57.19750023897318,77.93
461591,Female,No,33,No,Engineer,1.0,Low,2.0,Cat_4,3100.0,71.0,In-Store,Health-Conscious,35,8.62591107679155,52.19
466505,Female,Yes,42,No,Artist,8.0,High,5.0,Cat_6,3700.0,62.0,In-Store,Family-Oriented,103,46.05772671693097,92.5
463112,Male,Yes,70,Yes,Lawyer,,Low,1.0,Cat_3,9000.0,49.0,In-Store,Relaxed,22,83.70811626764886,71.23
464717,Male,Yes,25,No,Executive,4.0,High,8.0,Cat_4,2200.0,85.0,Online,Active,94,36.09804077055839,77.6
459051,Male,Yes,66,Yes,Artist,,Average,2.0,Cat_6,5400.0,55.0,In-Store,Family-Oriented,52,52.47936960947591,69.77
464620,Female,Yes,41,Yes,Artist,1.0,High,2.0,Cat_6,4400.0,66.0,Online,Family-Oriented,95,58.289353743879204,96.85
462333,Female,Yes,40,Yes,Artist,1.0,Low,1.0,Cat_6,4800.0,72.0,In-Store,Family-Oriented,43,30.535486962350188,60.76
463910,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,4500.0,68.0,In-Store,Family-Oriented,66,36.663597550033785,71.04
464196,Female,,36,Yes,Entertainment,8.0,Low,1.0,Cat_6,6300.0,90.0,Online,Family-Oriented,51,47.708469437017875,74.27
459262,Female,No,31,No,Entertainment,9.0,Low,4.0,Cat_6,2700.0,71.0,In-Store,Family-Oriented,45,21.223233857308234,55.22
467808,Female,Yes,63,Yes,Artist,0.0,Average,2.0,Cat_6,5300.0,53.0,In-Store,Relaxed,44,44.577315012477094,67.48
460992,Male,Yes,57,No,Executive,0.0,High,4.0,Cat_6,4000.0,42.0,In-Store,Family-Oriented,66,61.508095380676416,85.33
459950,Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,3200.0,70.0,Online,Family-Oriented,43,28.664157450612834,75.86
461053,Male,Yes,39,No,Executive,,High,4.0,Cat_3,3400.0,68.0,Online,Family-Oriented,100,54.85697198546619,100.0
467461,Female,Yes,45,Yes,Artist,8.0,High,3.0,Cat_6,5700.0,54.0,Online,Health-Conscious,60,77.02781683720096,82.39
463779,Female,No,32,No,Healthcare,0.0,Low,,Cat_7,3300.0,60.0,In-Store,Health-Conscious,34,31.115415139447286,65.49
464177,Male,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,6600.0,71.0,Social Media,Active,35,47.09420322339313,58.46
463918,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,2500.0,73.0,Online,Active,37,20.519626488151992,58.51
464326,Female,No,38,Yes,Artist,1.0,Low,3.0,Cat_6,3900.0,70.0,Online,Family-Oriented,39,22.405875873835033,63.45
465612,Male,Yes,37,Yes,Artist,9.0,Average,2.0,Cat_6,4500.0,75.0,Online,Family-Oriented,74,49.20037433782543,79.94
463872,Male,Yes,78,No,Lawyer,1.0,High,2.0,Cat_2,2800.0,46.0,In-Store,Relaxed,48,38.19185734776316,63.33
466883,Female,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6,3500.0,75.0,Online,Family-Oriented,82,33.13923941149688,81.42
467477,Male,Yes,43,Yes,Healthcare,5.0,Average,2.0,Cat_6,5800.0,57.0,Online,Family-Oriented,66,60.06735286477261,82.0
461307,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,3000.0,80.0,Online,Active,40,20.001215373698383,60.38
463509,Male,No,43,No,Artist,0.0,Low,1.0,Cat_3,4000.0,64.0,In-Store,Health-Conscious,30,21.08985842334341,55.19
461470,Male,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6,4300.0,50.0,Online,Family-Oriented,58,42.15575280754683,70.76
466138,Male,Yes,71,No,Lawyer,3.0,High,2.0,Cat_6,4000.0,54.0,In-Store,Relaxed,54,55.31882426459022,86.07
460034,Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,4600.0,68.0,Online,Family-Oriented,42,32.14275097553074,54.65
460650,Female,,20,No,Homemaker,13.0,Low,1.0,Cat_4,3300.0,86.0,Online,Active,43,21.046470050658588,62.82
466738,Female,No,27,Yes,Healthcare,0.0,Low,,Cat_6,5900.0,66.0,Online,Active,34,55.165056672618334,69.18
465088,Male,Yes,48,Yes,Executive,9.0,High,4.0,Cat_6,4300.0,53.0,Online,Health-Conscious,67,86.69009941015787,85.67
467253,Female,No,35,Yes,Engineer,,Low,2.0,Cat_6,8000.0,71.0,Online,Family-Oriented,47,64.06810788391807,79.44
462375,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,4900.0,61.0,Online,Family-Oriented,60,48.15935621955037,67.41
466337,Female,Yes,41,No,Engineer,0.0,Low,2.0,Cat_4,3000.0,64.0,Online,Family-Oriented,39,11.948218145830362,58.19
465924,Female,No,28,Yes,Marketing,0.0,Low,2.0,Cat_6,4700.0,75.0,Online,Active,33,36.1554848232285,57.21
465788,Male,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,2400.0,73.0,Online,Active,38,9.979570072459762,50.83
459570,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,5200.0,64.0,In-Store,Active,36,43.677411617450936,72.78
463934,Female,Yes,43,Yes,Artist,3.0,Average,2.0,Cat_6,4800.0,56.0,Online,Health-Conscious,50,53.53152118524739,78.82
459437,Male,Yes,68,Yes,Lawyer,,High,2.0,Cat_6,9500.0,42.0,In-Store,Family-Oriented,64,165.18210600898607,100.0
466728,Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,3100.0,72.0,Online,Active,63,45.58859876177208,76.0
461737,Female,Yes,48,Yes,Doctor,1.0,Average,6.0,Cat_4,5100.0,58.0,Online,Family-Oriented,63,62.3999998396635,76.42
460972,Male,Yes,42,Yes,Artist,14.0,Low,2.0,Cat_6,4500.0,59.0,In-Store,Family-Oriented,36,31.143047331063435,61.46
461210,Female,No,38,Yes,Healthcare,0.0,Low,4.0,Cat_6,6600.0,62.0,Online,Family-Oriented,43,48.21796771852627,72.95
463111,Female,No,42,Yes,Engineer,6.0,Low,3.0,Cat_6,9000.0,68.0,In-Store,Family-Oriented,43,75.52905319793899,87.28
465513,Male,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_6,7400.0,78.0,In-Store,Health-Conscious,35,65.57659731130401,67.04
461732,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_2,5100.0,61.0,Online,Family-Oriented,61,44.73692262039774,78.36
459647,Female,No,43,Yes,Engineer,1.0,Low,2.0,Cat_6,8000.0,74.0,Online,Health-Conscious,35,69.77460264042455,63.18
460257,Female,No,28,Yes,Healthcare,1.0,Low,6.0,Cat_6,6100.0,69.0,Online,Active,33,45.639587929116644,56.81
464437,Female,Yes,48,Yes,Engineer,0.0,Average,4.0,Cat_6,8300.0,74.0,Online,Family-Oriented,70,100.35096378900482,97.1
461544,Male,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,3700.0,51.0,In-Store,Family-Oriented,60,49.787297928464845,72.51
462749,Male,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6,3600.0,60.0,Online,Family-Oriented,36,12.332593778529327,57.62
461472,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,5200.0,66.0,Online,Family-Oriented,68,59.569324305797636,83.96
467659,Male,Yes,66,Yes,Entertainment,0.0,Average,2.0,Cat_6,6900.0,58.0,In-Store,Family-Oriented,56,85.98107337355403,77.2
466859,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,3200.0,82.0,Social Media,Active,43,20.686982489502665,51.99
460101,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_3,5400.0,69.0,Online,Family-Oriented,40,41.529212817041824,71.49
461885,Female,Yes,49,Yes,Artist,3.0,High,5.0,Cat_6,5200.0,60.0,In-Store,Health-Conscious,66,73.95165757713669,91.34
460982,Male,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,3800.0,56.0,In-Store,Relaxed,50,50.771537642243636,64.66
460503,Male,No,41,Yes,Entertainment,0.0,Low,2.0,Cat_3,5700.0,74.0,In-Store,Family-Oriented,39,50.36814375410687,73.6
460814,Male,Yes,78,No,Entertainment,0.0,Low,1.0,Cat_6,4300.0,57.0,In-Store,Relaxed,24,34.53256550112998,66.67
459981,Male,No,41,Yes,Artist,7.0,Low,1.0,Cat_6,3500.0,61.0,Online,Family-Oriented,39,26.306153220683843,59.12
463776,Female,Yes,39,Yes,Artist,3.0,Average,2.0,Cat_6,3800.0,67.0,In-Store,Health-Conscious,56,43.770041413635056,67.72
467746,Male,Yes,50,Yes,Executive,0.0,High,3.0,Cat_6,3600.0,62.0,In-Store,Family-Oriented,95,68.23591180432184,96.98
460151,Male,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,3900.0,73.0,Online,Family-Oriented,73,30.126128063295052,66.33
467145,Female,Yes,52,Yes,Doctor,1.0,Average,3.0,Cat_6,5000.0,61.0,Online,Family-Oriented,60,73.48275486829989,87.67
459581,Female,No,35,No,,,Low,,Cat_7,2700.0,70.0,Online,Health-Conscious,35,15.470797212821475,55.62
461101,Female,Yes,50,Yes,Engineer,4.0,Average,4.0,Cat_3,8100.0,79.0,Online,Health-Conscious,53,96.03156591530181,86.05
464240,Male,Yes,52,No,Engineer,,Low,1.0,Cat_2,3200.0,64.0,Online,Relaxed,30,21.09576849035172,54.92
461424,Male,Yes,63,No,Healthcare,0.0,Average,4.0,Cat_4,3400.0,42.0,In-Store,Family-Oriented,48,26.429471771883648,59.14
464237,Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_6,5400.0,68.0,Online,Family-Oriented,42,32.01713769206419,55.02
463566,Female,Yes,41,Yes,Homemaker,,Average,4.0,Cat_2,5300.0,61.0,Online,Family-Oriented,69,55.80475726371374,84.21
459995,Female,No,38,No,Artist,4.0,Low,2.0,Cat_6,2700.0,70.0,Online,Family-Oriented,40,20.108176768771315,56.4
465896,Male,No,32,No,Doctor,2.0,Low,2.0,Cat_6,3100.0,63.0,In-Store,Health-Conscious,35,20.19810252132459,63.8
463639,Male,No,31,No,Healthcare,0.0,Low,6.0,Cat_6,3500.0,63.0,Online,Health-Conscious,29,25.638981046614163,49.28
463292,Male,Yes,36,No,Executive,1.0,High,3.0,Cat_6,3100.0,58.0,Online,Family-Oriented,92,44.833999219183156,88.05
462484,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_6,4700.0,47.0,In-Store,Relaxed,19,39.249245773910054,54.32
459680,Male,No,41,Yes,Entertainment,,Low,1.0,Cat_6,6400.0,75.0,Online,Family-Oriented,49,50.52573372220248,69.71
465198,Male,Yes,53,Yes,Entertainment,8.0,Average,4.0,Cat_6,6300.0,70.0,In-Store,Family-Oriented,67,73.39473674016378,79.76
467820,Male,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_3,4100.0,52.0,In-Store,Relaxed,28,31.341876687068293,61.0
465817,Male,Yes,56,No,Executive,0.0,Low,2.0,Cat_4,3900.0,63.0,Online,Relaxed,28,30.568188832870934,49.25
467661,Female,Yes,45,Yes,Artist,,High,,Cat_6,4200.0,54.0,Online,Family-Oriented,84,57.140527678356044,88.46
464244,Male,Yes,72,Yes,Executive,1.0,High,4.0,Cat_6,4300.0,51.0,In-Store,Relaxed,56,90.98063491122416,88.44
465717,Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,4300.0,58.0,In-Store,Family-Oriented,63,44.557212266220866,79.88
460461,Female,Yes,26,No,Homemaker,9.0,Average,2.0,Cat_3,2800.0,68.0,Online,Active,56,23.70532447433034,70.88
465535,Female,No,29,No,Entertainment,9.0,Low,,Cat_2,2700.0,74.0,Online,Adventurous,37,7.558324475395956,47.7
466931,Male,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_3,6500.0,75.0,Online,Health-Conscious,34,61.608951550596004,58.76
461106,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_3,1700.0,83.0,Online,Active,43,7.3979306298981795,64.59
465860,Female,,31,Yes,Doctor,1.0,Low,3.0,Cat_6,4100.0,71.0,Online,Family-Oriented,45,33.22887932602802,74.33
463379,Male,No,29,No,Marketing,1.0,Low,7.0,Cat_6,2900.0,76.0,Online,Active,42,16.032192744772605,60.04
459331,Female,No,70,Yes,Lawyer,0.0,Low,1.0,Cat_6,9000.0,52.0,In-Store,Family-Oriented,32,82.80104178404078,63.92
466396,Female,No,19,No,Healthcare,1.0,Low,5.0,Cat_3,2900.0,71.0,Social Media,Active,40,22.21517491130364,51.82
463135,Male,Yes,46,Yes,Artist,5.0,Average,2.0,Cat_3,5300.0,57.0,In-Store,Family-Oriented,65,48.2475100811721,76.27
463418,Male,Yes,53,No,Executive,1.0,High,4.0,Cat_6,3100.0,54.0,Online,Family-Oriented,84,50.78557480442079,89.4
467300,Female,Yes,50,Yes,Artist,0.0,Low,1.0,Cat_6,5900.0,80.0,Online,Family-Oriented,46,42.825266892418114,64.69
465518,Female,Yes,43,Yes,Artist,1.0,Average,3.0,Cat_4,4800.0,55.0,Online,Family-Oriented,57,51.69682513183708,76.21
461964,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_7,3000.0,77.0,Social Media,Active,35,16.558505015157323,55.97
463190,Female,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_4,5300.0,42.0,In-Store,Relaxed,35,51.54238357196169,62.37
461771,Male,Yes,27,Yes,Doctor,9.0,Average,2.0,Cat_6,5000.0,77.0,Online,Active,60,63.7249448059969,71.73
467496,Female,Yes,63,Yes,,4.0,Average,3.0,Cat_6,4500.0,63.0,In-Store,Family-Oriented,59,48.40454697001959,75.72
466082,Female,Yes,83,Yes,Lawyer,1.0,Low,1.0,Cat_6,9600.0,47.0,In-Store,Relaxed,23,89.71368578927299,75.58
461241,Male,Yes,32,Yes,Healthcare,5.0,Low,2.0,Cat_6,5900.0,57.0,Online,Health-Conscious,28,41.963275665720666,52.63
460741,Male,Yes,58,Yes,Artist,1.0,Average,5.0,Cat_6,4400.0,45.0,In-Store,Family-Oriented,54,45.592612481736026,73.21
461752,Male,Yes,67,Yes,Doctor,1.0,Average,3.0,Cat_6,4000.0,37.0,In-Store,Family-Oriented,42,57.37242510794566,76.51
461030,Female,No,19,No,Healthcare,8.0,Low,5.0,Cat_3,3100.0,78.0,Online,Adventurous,42,20.998108384218696,63.87
459097,Male,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_6,11400.0,53.0,In-Store,Family-Oriented,64,182.3748231457083,100.0
